id,fiyat,platform,cinsiyet,ülke,yaş
974,27,ios,female,USA,54
975,4,ios,female,JPN,51
976,42,android,female,JPN,63
977,28,ios,female,RUS,22
978,28,ios,male,USA,18
979,8,android,female,JPN,39
980,49,ios,female,BRA,19
981,11,android,male,JPN,56
982,21,android,female,GBR,50
983,43,ios,male,RUS,57
984,18,ios,male,GBR,48
985,15,ios,female,DEU,22
986,17,ios,male,GBR,62
987,29,ios,female,FRA,53
988,24,android,female,IND,63
989,12,ios,female,TUR,62
990,27,ios,male,ESP,30
991,41,ios,female,RUS,44
992,10,ios,male,IND,25
993,40,android,female,ESP,54
994,27,ios,male,ESP,63
995,33,android,male,USA,22
996,14,ios,female,JPN,44
997,8,android,male,USA,18
998,26,android,female,USA,33
999,49,ios,male,BRA,18
1000,47,android,male,GBR,56
1001,23,ios,male,RUS,23
1002,21,android,female,BRA,33
1003,51,ios,female,DEU,32
1004,31,ios,female,USA,60
1005,45,ios,female,GBR,18
1006,5,ios,male,ESP,60
1007,27,android,female,BRA,37
1008,36,ios,male,GBR,22
1009,50,android,female,JPN,47
1010,50,android,male,GBR,42
1011,7,ios,male,DEU,24
1012,50,android,female,JPN,58
1013,3,android,male,TUR,41
1014,12,ios,female,RUS,65
1015,12,ios,female,DEU,65
1016,21,android,female,USA,34
1017,50,ios,female,IND,24
1018,21,android,female,USA,18
1019,50,ios,female,GBR,38
1020,45,ios,female,IND,46
1021,29,ios,female,USA,30
1022,33,ios,female,FRA,31
1023,50,android,female,BRA,53
1024,18,android,female,RUS,18
1025,9,ios,female,RUS,40
1026,39,ios,male,JPN,61
1027,14,ios,male,GBR,58
1028,50,android,male,JPN,27
1029,27,android,male,BRA,55
1030,42,android,female,USA,60
1031,41,android,female,GBR,35
1032,27,android,female,DEU,53
1033,43,ios,female,ESP,48
1034,12,android,female,FRA,34
1035,14,android,female,FRA,33
1036,22,android,male,IND,24
1037,7,android,female,TUR,36
1038,3,ios,male,BRA,28
1039,32,android,female,FRA,35
1040,4,ios,male,JPN,46
1041,43,android,male,FRA,23
1042,17,android,female,BRA,22
1043,16,android,female,JPN,36
1044,23,android,female,ESP,34
1045,39,android,male,TUR,62
1046,10,ios,female,TUR,28
1047,42,ios,male,USA,19
1048,1,ios,female,RUS,23
1049,1,android,female,RUS,24
1050,8,android,male,USA,65
1051,3,android,male,USA,24
1052,20,ios,female,BRA,37
1053,21,android,female,IND,26
1054,44,android,male,ESP,36
1055,37,android,female,JPN,28
1056,1,ios,male,USA,30
1057,50,android,male,DEU,63
1058,46,ios,male,IND,56
1059,40,android,male,IND,23
1060,1,ios,female,ESP,65
1061,28,android,male,USA,43
1062,31,android,female,DEU,19
1063,28,ios,female,USA,44
1064,36,android,female,IND,56
1065,38,android,male,GBR,57
1066,26,android,male,DEU,57
1067,8,android,female,RUS,60
1068,29,android,female,BRA,61
1069,36,ios,female,ESP,51
1070,7,android,female,GBR,42
1071,26,ios,female,FRA,56
1072,48,ios,female,RUS,58
1073,15,ios,male,IND,25
1074,49,android,female,ESP,45
1075,44,android,female,ESP,54
1076,37,android,male,TUR,61
1077,38,ios,male,DEU,18
1078,6,ios,female,USA,64
1079,50,android,male,GBR,42
1080,45,android,male,ESP,30
1081,11,android,male,DEU,55
1082,34,ios,female,BRA,32
1083,24,android,male,ESP,29
1084,43,android,female,IND,22
1085,44,android,female,USA,59
1086,38,ios,male,JPN,26
1087,10,ios,female,USA,30
1088,6,android,male,IND,23
1089,10,android,female,USA,28
1090,33,android,male,BRA,49
1091,36,android,male,ESP,25
1092,6,ios,male,RUS,60
1093,47,ios,female,GBR,28
1094,33,android,female,IND,61
1095,12,android,male,JPN,22
1096,23,ios,male,FRA,54
1097,26,android,male,DEU,43
1098,27,ios,female,JPN,65
1099,32,android,female,ESP,23
1100,47,ios,female,FRA,61
1101,9,android,female,ESP,18
1102,11,android,female,TUR,36
1103,23,ios,male,USA,52
1104,22,ios,female,GBR,19
1105,28,android,female,JPN,46
1106,12,ios,female,IND,58
1107,41,android,male,RUS,45
1108,38,android,male,TUR,59
1109,3,ios,male,FRA,39
1110,16,android,female,FRA,32
1111,6,android,male,FRA,49
1112,51,android,male,USA,39
1113,22,ios,male,GBR,37
1114,15,ios,male,RUS,30
1115,30,android,male,FRA,43
1116,7,ios,male,ESP,63
1117,44,android,female,ESP,40
1118,5,ios,male,BRA,42
1119,25,ios,female,RUS,39
1120,33,android,male,ESP,27
1121,13,android,male,GBR,21
1122,23,android,male,GBR,65
1123,50,ios,female,FRA,57
1124,11,android,male,ESP,34
1125,8,ios,male,IND,22
1126,13,ios,female,IND,19
1127,26,android,male,DEU,36
1128,50,android,male,GBR,41
1129,12,android,female,DEU,57
1130,17,android,female,ESP,63
1131,37,ios,female,GBR,65
1132,40,ios,male,JPN,42
1133,20,android,male,ESP,48
1134,28,ios,male,ESP,41
1135,14,ios,female,GBR,19
1136,49,ios,female,ESP,26
1137,48,ios,male,TUR,64
1138,15,ios,female,USA,35
1139,9,android,female,USA,39
1140,2,ios,male,TUR,34
1141,27,android,female,GBR,55
1142,23,android,male,GBR,44
1143,30,ios,male,GBR,18
1144,20,ios,male,BRA,43
1145,21,ios,female,TUR,44
1146,3,android,male,RUS,62
1147,48,ios,male,IND,20
1148,21,ios,female,USA,45
1149,25,ios,male,FRA,39
1150,6,android,female,IND,39
1151,29,ios,female,RUS,65
1152,45,ios,female,USA,20
1153,30,android,male,TUR,64
1154,45,android,male,TUR,39
1155,28,ios,male,RUS,40
1156,12,android,female,IND,39
1157,25,ios,male,DEU,52
1158,6,ios,female,USA,31
1159,5,ios,female,DEU,52
1160,42,ios,female,USA,54
1161,45,android,male,ESP,36
1162,38,android,male,BRA,22
1163,16,android,male,DEU,51
1164,35,android,female,USA,53
1165,12,android,female,TUR,19
1166,21,android,female,ESP,45
1167,34,ios,male,RUS,38
1168,25,ios,female,FRA,26
1169,33,android,male,DEU,43
1170,20,ios,female,DEU,41
1171,44,ios,female,RUS,32
1172,1,ios,male,DEU,61
1173,35,android,male,TUR,64
1174,41,ios,male,ESP,37
1175,3,ios,male,DEU,48
1176,2,ios,female,FRA,40
1177,23,android,female,GBR,51
1178,47,ios,male,USA,61
1179,5,ios,female,ESP,56
1180,37,ios,female,IND,37
1181,17,ios,male,TUR,65
1182,3,android,male,TUR,41
1183,3,ios,female,RUS,36
1184,47,android,female,IND,30
1185,37,android,male,IND,43
1186,11,ios,male,USA,36
1187,27,android,male,USA,64
1188,29,android,male,DEU,61
1189,50,android,male,RUS,23
1190,44,ios,female,BRA,54
1191,13,android,female,TUR,34
1192,51,android,male,ESP,55
1193,10,android,male,IND,24
1194,1,android,female,BRA,27
1195,21,android,male,IND,45
1196,4,ios,female,IND,49
1197,4,android,male,GBR,58
1198,49,ios,female,BRA,58
1199,37,android,male,RUS,47
1200,46,ios,female,TUR,62
1201,44,ios,male,RUS,58
1202,31,ios,male,DEU,41
1203,35,ios,female,DEU,49
1204,7,android,female,GBR,22
1205,39,ios,female,DEU,43
1206,50,ios,female,JPN,50
1207,20,android,male,TUR,19
1208,42,ios,female,TUR,19
1209,47,ios,female,GBR,19
1210,29,ios,male,TUR,47
1211,15,ios,female,USA,24
1212,42,android,female,BRA,48
1213,45,ios,female,IND,61
1214,50,android,female,ESP,49
1215,10,android,female,GBR,30
1216,5,android,female,BRA,25
1217,10,ios,male,DEU,36
1218,2,android,male,DEU,36
1219,16,ios,male,RUS,60
1220,14,android,female,RUS,34
1221,8,ios,female,IND,33
1222,18,android,female,FRA,47
1223,49,ios,male,BRA,37
1224,30,android,female,TUR,61
1225,4,ios,female,BRA,27
1226,15,android,female,ESP,54
1227,39,ios,female,DEU,58
1228,35,ios,male,USA,31
1229,35,android,female,GBR,30
1230,18,android,female,IND,18
1231,19,ios,male,GBR,59
1232,47,ios,male,USA,19
1233,11,ios,female,IND,18
1234,48,ios,male,JPN,45
1235,29,ios,male,ESP,50
1236,1,android,male,BRA,20
1237,5,android,female,FRA,51
1238,50,android,male,DEU,62
1239,23,android,female,FRA,44
1240,37,android,male,RUS,30
1241,6,android,male,GBR,32
1242,45,android,male,BRA,39
1243,37,ios,male,FRA,26
1244,3,ios,male,FRA,51
1245,43,ios,male,BRA,46
1246,20,android,male,DEU,26
1247,51,ios,male,GBR,48
1248,31,android,female,BRA,22
1249,6,ios,female,USA,19
1250,42,android,male,RUS,64
1251,45,android,female,GBR,58
1252,17,ios,male,IND,56
1253,40,android,female,TUR,52
1254,51,ios,male,TUR,56
1255,50,android,male,DEU,33
1256,26,android,male,RUS,54
1257,37,ios,female,FRA,32
1258,34,ios,female,JPN,46
1259,30,ios,male,FRA,26
1260,32,android,female,RUS,38
1261,32,ios,female,BRA,24
1262,6,android,female,ESP,37
1263,51,ios,female,IND,34
1264,19,ios,male,DEU,35
1265,37,ios,female,FRA,62
1266,31,android,male,RUS,52
1267,22,android,female,TUR,46
1268,38,ios,male,TUR,19
1269,7,ios,male,GBR,18
1270,15,android,female,DEU,32
1271,29,android,female,DEU,37
1272,7,ios,female,BRA,56
1273,18,android,male,BRA,58
1274,29,android,male,JPN,53
1275,3,android,female,JPN,44
1276,6,ios,male,JPN,51
1277,48,android,female,ESP,52
1278,14,android,male,USA,20
1279,11,ios,male,TUR,22
1280,11,android,male,GBR,52
1281,1,ios,female,USA,40
1282,1,android,female,ESP,20
1283,35,ios,female,ESP,46
1284,37,ios,male,JPN,28
1285,51,android,female,DEU,52
1286,42,ios,female,BRA,21
1287,11,ios,male,DEU,38
1288,22,ios,male,BRA,48
1289,4,android,male,JPN,18
1290,23,android,male,FRA,18
1291,44,ios,male,IND,65
1292,21,android,female,BRA,63
1293,48,android,male,BRA,43
1294,1,ios,female,GBR,26
1295,39,android,female,ESP,38
1296,12,android,female,ESP,31
1297,24,ios,female,DEU,36
1298,21,android,female,ESP,60
1299,32,android,female,ESP,37
1300,50,android,female,DEU,26
1301,27,ios,male,IND,54
1302,1,android,male,BRA,18
1303,35,ios,male,JPN,60
1304,13,android,male,JPN,22
1305,12,android,male,USA,28
1306,10,ios,male,RUS,45
1307,30,ios,female,GBR,62
1308,39,android,male,GBR,47
1309,44,ios,male,USA,23
1310,26,ios,male,GBR,40
1311,21,android,female,GBR,49
1312,10,android,female,IND,63
1313,4,android,male,RUS,49
1314,43,android,male,BRA,28
1315,29,android,male,DEU,18
1316,9,android,female,TUR,19
1317,47,android,female,ESP,65
1318,41,ios,female,IND,39
1319,35,android,female,TUR,22
1320,12,android,male,RUS,42
1321,18,ios,female,BRA,22
1322,3,android,male,GBR,36
1323,11,android,female,ESP,30
1324,47,android,male,FRA,22
1325,7,android,male,JPN,59
1326,31,android,male,FRA,39
1327,1,android,male,DEU,58
1328,30,android,female,ESP,39
1329,42,android,male,RUS,18
1330,29,ios,male,FRA,31
1331,21,android,male,IND,53
1332,33,ios,male,FRA,47
1333,7,ios,male,TUR,35
1334,6,ios,male,JPN,48
1335,37,ios,male,ESP,43
1336,5,android,male,ESP,39
1337,48,android,female,RUS,37
1338,35,ios,male,JPN,24
1339,24,android,male,TUR,19
1340,2,ios,male,USA,35
1341,30,android,male,USA,22
1342,24,android,female,TUR,47
1343,2,ios,male,DEU,56
1344,9,ios,male,JPN,19
1345,1,android,male,RUS,60
1346,14,android,male,RUS,22
1347,30,android,male,ESP,58
1348,8,android,female,USA,25
1349,17,android,female,IND,39
1350,17,ios,male,TUR,47
1351,1,ios,male,RUS,32
1352,30,ios,female,IND,43
1353,30,android,male,IND,46
1354,42,android,female,ESP,53
1355,46,ios,female,BRA,45
1356,43,ios,female,IND,37
1357,28,android,male,JPN,42
1358,42,ios,male,RUS,57
1359,10,ios,male,IND,45
1360,42,android,male,FRA,36
1361,10,android,female,ESP,46
1362,34,android,female,IND,40
1363,25,android,male,DEU,24
1364,16,android,male,DEU,53
1365,2,android,male,ESP,30
1366,21,android,female,IND,28
1367,20,android,male,FRA,28
1368,39,ios,male,IND,50
1369,47,ios,male,DEU,54
1370,3,ios,female,RUS,49
1371,6,android,male,TUR,46
1372,29,android,male,GBR,57
1373,22,ios,male,TUR,33
1374,51,ios,female,GBR,48
1375,14,android,male,BRA,37
1376,1,android,female,RUS,19
1377,1,android,female,IND,44
1378,31,ios,male,DEU,44
1379,11,android,female,GBR,60
1380,31,ios,female,BRA,47
1381,25,android,male,FRA,34
1382,16,ios,male,IND,49
1383,21,android,male,USA,45
1384,5,ios,female,JPN,58
1385,48,android,female,BRA,18
1386,8,android,male,BRA,27
1387,27,android,female,TUR,56
1388,11,android,female,BRA,62
1389,42,android,male,ESP,65
1390,13,ios,male,ESP,48
1391,11,android,male,FRA,57
1392,11,ios,female,GBR,62
1393,14,android,male,JPN,52
1394,40,ios,male,IND,39
1395,21,android,female,RUS,63
1396,35,android,female,JPN,48
1397,8,android,male,TUR,32
1398,28,ios,female,JPN,21
1399,51,ios,male,JPN,33
1400,7,ios,female,USA,49
1401,1,ios,male,GBR,34
1402,49,ios,male,USA,23
1403,39,android,male,IND,28
1404,17,ios,male,JPN,46
1405,31,ios,male,GBR,55
1406,44,android,male,GBR,35
1407,51,android,female,ESP,63
1408,40,android,male,DEU,60
1409,51,ios,female,BRA,55
1410,43,android,male,BRA,47
1411,47,android,male,GBR,48
1412,7,ios,male,IND,34
1413,16,android,female,GBR,64
1414,13,android,male,RUS,31
1415,35,android,female,FRA,32
1416,17,ios,male,JPN,51
1417,14,ios,male,USA,47
1418,33,android,female,GBR,50
1419,19,ios,male,RUS,23
1420,4,android,male,TUR,63
1421,39,ios,male,DEU,63
1422,44,android,female,GBR,18
1423,34,android,female,ESP,33
1424,39,android,male,ESP,59
1425,8,ios,male,IND,26
1426,6,android,male,TUR,42
1427,21,ios,male,RUS,32
1428,23,android,male,FRA,46
1429,35,ios,female,FRA,44
1430,30,ios,female,IND,41
1431,13,android,female,FRA,54
1432,15,android,female,IND,28
1433,34,android,male,TUR,24
1434,36,android,female,ESP,64
1435,51,android,male,TUR,49
1436,19,ios,male,ESP,59
1437,7,android,female,RUS,55
1438,42,ios,female,JPN,24
1439,8,ios,male,TUR,53
1440,41,android,female,JPN,29
1441,20,android,male,JPN,39
1442,17,ios,male,USA,18
1443,15,android,female,IND,18
1444,38,android,female,DEU,64
1445,7,android,male,USA,59
1446,37,ios,female,DEU,24
1447,16,ios,male,DEU,62
1448,16,ios,male,GBR,29
1449,33,ios,male,USA,26
1450,15,ios,male,ESP,40
1451,16,ios,female,JPN,26
1452,29,ios,female,JPN,56
1453,40,android,male,USA,30
1454,3,android,female,ESP,25
1455,17,android,male,ESP,31
1456,4,ios,male,FRA,61
1457,4,android,female,ESP,23
1458,4,android,male,FRA,40
1459,41,android,male,IND,62
1460,44,android,male,TUR,45
1461,23,android,female,FRA,32
1462,38,ios,female,TUR,19
1463,36,android,female,BRA,38
1464,24,android,female,ESP,64
1465,47,ios,female,TUR,35
1466,35,android,male,BRA,51
1467,2,ios,female,ESP,27
1468,21,ios,male,RUS,53
1469,8,android,female,TUR,59
1470,26,ios,male,ESP,37
1471,21,ios,male,TUR,48
1472,33,android,female,BRA,32
1473,31,ios,male,ESP,52
1474,15,android,female,TUR,63
1475,25,android,female,GBR,35
1476,44,ios,female,BRA,60
1477,7,android,male,JPN,57
1478,30,android,male,USA,60
1479,34,ios,female,RUS,35
1480,47,ios,female,JPN,41
1481,32,ios,female,IND,56
1482,26,android,male,JPN,28
1483,50,ios,female,GBR,28
1484,35,android,female,ESP,32
1485,13,ios,male,RUS,58
1486,44,ios,male,GBR,49
1487,27,ios,male,JPN,32
1488,10,ios,female,FRA,40
1489,26,android,female,ESP,42
1490,42,ios,male,JPN,44
1491,48,android,female,GBR,50
1492,16,ios,female,GBR,47
1493,17,ios,male,BRA,28
1494,48,android,female,GBR,41
1495,46,ios,female,GBR,32
1496,9,ios,female,USA,62
1497,50,ios,male,USA,35
1498,11,android,male,DEU,24
1499,27,ios,female,DEU,59
1500,5,android,female,IND,50
1501,44,android,female,RUS,35
1502,30,ios,male,BRA,59
1503,1,ios,male,USA,21
1504,11,android,male,BRA,52
1505,44,ios,male,BRA,54
1506,2,android,female,BRA,39
1507,20,ios,female,FRA,34
1508,33,android,female,ESP,49
1509,9,android,male,ESP,32
1510,35,android,female,ESP,29
1511,37,ios,female,GBR,49
1512,22,android,male,ESP,51
1513,38,ios,male,ESP,56
1514,51,ios,male,TUR,58
1515,44,ios,male,DEU,27
1516,6,android,female,IND,25
1517,2,android,female,FRA,44
1518,41,android,male,IND,49
1519,46,android,male,FRA,43
1520,19,ios,male,BRA,65
1521,26,android,male,RUS,65
1522,10,ios,female,ESP,61
1523,14,android,female,JPN,18
1524,47,ios,male,GBR,43
1525,4,ios,male,RUS,20
1526,6,ios,female,FRA,57
1527,4,ios,female,FRA,45
1528,28,android,female,RUS,30
1529,29,ios,female,RUS,20
1530,16,ios,female,ESP,53
1531,11,android,female,ESP,25
1532,31,ios,male,DEU,43
1533,51,ios,female,USA,50
1534,41,android,female,ESP,35
1535,18,ios,female,BRA,42
1536,48,android,male,IND,18
1537,43,android,male,GBR,22
1538,45,android,male,RUS,51
1539,22,ios,male,JPN,21
1540,38,android,female,IND,31
1541,22,android,male,USA,64
1542,37,android,male,TUR,19
1543,50,android,female,TUR,29
1544,27,ios,female,GBR,39
1545,29,android,male,ESP,34
1546,11,android,male,DEU,56
1547,37,android,female,TUR,26
1548,16,android,male,BRA,42
1549,24,ios,female,USA,39
1550,38,ios,female,DEU,65
1551,40,ios,female,BRA,23
1552,16,ios,male,ESP,62
1553,17,android,female,USA,57
1554,51,android,male,BRA,38
1555,30,android,male,USA,52
1556,13,ios,male,RUS,20
1557,45,ios,female,RUS,54
1558,26,ios,male,ESP,25
1559,47,ios,male,BRA,19
1560,50,ios,male,GBR,48
1561,46,ios,male,RUS,30
1562,28,ios,female,GBR,19
1563,46,android,female,RUS,30
1564,22,android,female,JPN,34
1565,1,ios,male,FRA,19
1566,41,android,female,DEU,33
1567,44,android,male,USA,63
1568,29,android,female,USA,64
1569,15,android,female,GBR,25
1570,5,ios,male,JPN,43
1571,15,ios,male,GBR,63
1572,29,ios,female,TUR,53
1573,33,android,male,ESP,21
1574,37,ios,female,JPN,45
1575,34,ios,male,GBR,62
1576,24,ios,female,TUR,49
1577,43,android,female,TUR,19
1578,51,ios,male,BRA,48
1579,48,android,female,DEU,21
1580,37,ios,male,DEU,35
1581,25,android,female,TUR,50
1582,6,android,male,RUS,58
1583,9,android,male,JPN,51
1584,10,ios,female,DEU,39
1585,44,android,male,ESP,24
1586,26,ios,male,RUS,58
1587,41,android,male,GBR,51
1588,36,ios,female,TUR,62
1589,34,ios,female,ESP,26
1590,39,ios,male,ESP,59
1591,36,ios,male,TUR,28
1592,6,ios,male,JPN,35
1593,34,ios,male,TUR,21
1594,28,ios,male,DEU,51
1595,38,android,female,TUR,23
1596,51,ios,female,RUS,30
1597,30,ios,male,GBR,31
1598,12,ios,female,DEU,48
1599,11,ios,female,JPN,54
1600,51,ios,male,USA,18
1601,51,ios,female,JPN,64
1602,11,android,female,BRA,45
1603,13,ios,female,DEU,46
1604,46,ios,male,DEU,18
1605,23,ios,male,ESP,40
1606,25,android,male,DEU,49
1607,2,ios,male,USA,48
1608,40,ios,female,BRA,32
1609,3,android,female,USA,30
1610,33,ios,female,IND,38
1611,43,ios,male,BRA,22
1612,39,android,female,JPN,33
1613,8,ios,male,DEU,50
1614,25,ios,female,RUS,38
1615,23,ios,male,IND,54
1616,27,ios,male,USA,22
1617,22,android,female,ESP,18
1618,5,ios,female,RUS,52
1619,20,android,female,BRA,26
1620,15,ios,male,TUR,35
1621,43,android,female,IND,54
1622,15,ios,male,ESP,65
1623,43,android,male,BRA,18
1624,19,android,female,GBR,23
1625,38,android,male,FRA,18
1626,20,ios,female,DEU,27
1627,23,ios,female,DEU,39
1628,43,android,male,FRA,56
1629,18,ios,male,DEU,38
1630,49,ios,male,JPN,26
1631,25,ios,male,FRA,27
1632,26,ios,male,BRA,60
1633,31,android,male,JPN,45
1634,3,android,male,FRA,25
1635,25,android,female,TUR,46
1636,30,android,female,GBR,33
1637,22,android,male,TUR,28
1638,20,ios,male,USA,24
1639,8,android,male,TUR,56
1640,7,ios,male,RUS,37
1641,40,ios,male,DEU,24
1642,2,android,female,GBR,44
1643,41,android,male,DEU,26
1644,47,ios,female,IND,63
1645,6,ios,male,RUS,35
1646,35,android,male,TUR,49
1647,21,ios,female,GBR,58
1648,12,ios,male,USA,32
1649,27,android,male,ESP,63
1650,32,ios,female,TUR,32
1651,7,android,male,BRA,44
1652,6,android,female,TUR,32
1653,40,ios,male,IND,55
1654,28,ios,female,ESP,42
1655,27,ios,female,DEU,43
1656,5,android,female,FRA,56
1657,22,android,female,DEU,30
1658,43,android,female,ESP,58
1659,29,ios,female,DEU,25
1660,27,ios,female,FRA,60
1661,29,ios,female,FRA,61
1662,20,ios,female,TUR,26
1663,13,android,male,USA,52
1664,32,ios,female,USA,62
1665,11,android,male,RUS,54
1666,28,android,male,GBR,31
1667,37,android,male,JPN,60
1668,19,android,male,GBR,36
1669,31,android,female,RUS,26
1670,24,ios,female,TUR,44
1671,8,android,female,ESP,30
1672,16,ios,male,ESP,54
1673,47,android,male,JPN,25
1674,39,ios,female,TUR,41
1675,48,ios,male,GBR,52
1676,7,android,male,ESP,47
1677,45,ios,female,JPN,43
1678,34,android,male,BRA,60
1679,50,ios,female,RUS,41
1680,2,ios,male,DEU,41
1681,19,ios,female,BRA,48
1682,37,ios,male,DEU,53
1683,6,ios,male,RUS,57
1684,25,android,male,FRA,55
1685,5,android,female,TUR,42
1686,37,ios,female,DEU,48
1687,34,android,male,TUR,40
1688,51,ios,male,ESP,36
1689,51,android,female,JPN,57
1690,43,android,female,TUR,49
1691,26,ios,female,RUS,53
1692,21,android,female,IND,45
1693,46,android,male,IND,37
1694,28,android,male,IND,35
1695,36,ios,female,USA,56
1696,4,android,male,ESP,21
1697,23,android,female,USA,63
1698,39,ios,female,DEU,39
1699,29,ios,male,USA,44
1700,22,android,female,GBR,50
1701,2,ios,female,BRA,25
1702,14,android,female,FRA,60
1703,23,android,male,DEU,56
1704,17,android,male,FRA,24
1705,7,ios,female,DEU,58
1706,39,android,female,ESP,57
1707,43,android,female,GBR,45
1708,34,ios,male,USA,52
1709,37,android,male,USA,45
1710,13,android,female,IND,39
1711,10,ios,female,JPN,53
1712,16,ios,male,ESP,36
1713,17,ios,female,IND,27
1714,45,android,female,TUR,18
1715,6,android,female,IND,26
1716,6,ios,male,DEU,65
1717,39,ios,male,GBR,49
1718,35,android,male,BRA,59
1719,27,ios,male,RUS,42
1720,45,android,female,ESP,59
1721,1,android,female,BRA,41
1722,26,android,male,USA,28
